Destination.City,Origin.City,Airline.Status,Age,Gender,Price.Sensitivity,Year.of.First.Flight,Flights.Per.Year,Loyalty,Type.of.Travel,Total.Freq.Flyer.Accts,Shopping.Amount.at.Airport,Eating.and.Drinking.at.Airport,Class,Day.of.Month,Flight.date,Partner.Code,Partner.Name,Origin.State,Destination.State,Scheduled.Departure.Hour,Departure.Delay.in.Minutes,Arrival.Delay.in.Minutes,Flight.cancelled,Flight.time.in.minutes,Flight.Distance,Likelihood.to.recommend,olong,olat,dlong,dlat,freeText
"Orlando, FL","Los Angeles, CA",Blue,61,Male,1,2003,9,-0.6363636363636364,Business travel,0,5,270,Eco,30,1/30/14,OU,Oursin Airlines Inc.,California,Florida,8,0,0,No,251,2218,6,-118.104332,33.982668,-81.411211,28.584428,"Four legs, four disasters: I have travelled all over the world, using both ""full service"" and budget airlines. I have never, ever had such an apalling experience as I had with Southeast, and I paid for premium economy. Premium economy on Southeast is the equivalent of extra leg room economy on any other north American airline, but with a price tag to..."
"Orlando, FL","Grand Rapids, MI",Platinum,41,Female,1,2006,7,0.5483870967741935,Business travel,3,80,80,Eco,8,1/8/14,WN,Cheapseats Airlines Inc.,Michigan,Florida,8,3,19,No,142,1024,8,-85.6686,42.942857,-81.411211,28.584428,Adequate: It seems to me that the space got even more cramp than it used to be... The crew was grumpy. No one cracked a smile the whole time. The movie selection was decent. I will try a different airline next time.
"Orlando, FL","Akron, OH",Blue,28,Female,2,2011,2,0.8518518518518519,Business travel,2,0,70,Eco,7,3/7/14,FL,FlyHere Airways,Ohio,Florida,15,131,108,No,110,861,5,-81.491897,41.066225,-81.411211,28.584428,Always late: Flying was a terrible experience.Both times (going and returning) flights were late and I missed my connectionscausing me many problems. One time I could forgive.Not two times.Also the airport is very inadequate. Took foreverto get through screening process. Much worse than inother airports.
"Philadelphia, PA","Los Angeles, CA",Blue,17,Female,2,2012,19,-0.3103448275862069,Business travel,2,0,50,Eco,2,1/2/14,US,Southeast Airlines Co.,California,Pennsylvania,6,0,0,No,277,2402,9,-118.104332,33.982668,-75.298356,39.973277,Good Uneventful Flight: Took the direct flight  in order to make a morning meeting. Flight had an on time departure and arrival. Direct flight is very handy when you want to minimize your number of nights in a hotel. Service was ok as well.
"Philadelphia, PA","Phoenix, AZ",Blue,71,Female,2,2011,6,0.2,Business travel,0,0,85,Eco,21,2/21/14,US,Southeast Airlines Co.,Arizona,Pennsylvania,8,29,61,No,239,2075,8,-111.970041,33.494067,-75.298356,39.973277,Recent trip: No need to be too early at the airport when on business class since they don't start process 3 hours prioir to departure. Flight was delayed so I had to walk around waiting for agents to be at check-in.Access to a very comfortable  1st class lounge Southeast is sharing with other Airlines.
"Philadelphia, PA","San Francisco, CA",Blue,32,Female,1,2007,27,0.0847457627118644,Business travel,5,0,10,Eco,19,2/19/14,VX,Cool&Young Airlines Inc.,California,Pennsylvania,9,0,0,No,282,2521,6,-122.158498,37.671179,-75.298356,39.973277,"Not Impressed, Very Disappointing: Hi having travelled on Southeast once before, though that was probably 10 years or more ago and been very satisfied with the flight , crew and the journey. I was looking forward to the flight. Imagine my surprise to find my Trans Atlantic flight had no..."
"Philadelphia, PA","Tampa, FL",Silver,53,Male,1,2004,31,-0.7222222222222222,Mileage tickets,0,0,90,Eco,15,1/15/14,US,Southeast Airlines Co.,Florida,Pennsylvania,15,17,0,No,109,920,10,-82.513188,28.006247,-75.298356,39.973277,flight: flight was uneventful; which is good. only issue was I wanted a coffee but they would not service hot drinks while the seat belt sign was on. Oh well!!! They gave me one later
"Philadelphia, PA","Atlanta, GA",Silver,36,Female,1,2004,6,0.07692307692307693,Business travel,0,0,90,Eco,16,2/16/14,DL,Sigma Airlines Inc.,Georgia,Pennsylvania,16,0,0,No,97,666,10,-84.331858,33.824102,-75.298356,39.973277,"Great flight: dropped us off at  airport in lots of time for our flight. Check-in was easy and we had time to enjoy a food in the Southeast Lounge, which is excellent. Flight was on time and crew were extremely friendly and professional.Definitely will use Southeast again"
"Philadelphia, PA","Atlanta, GA",Silver,52,Female,2,2007,0,1,Business travel,0,0,0,Eco,6,3/6/14,FL,FlyHere Airways,Georgia,Pennsylvania,22,26,18,No,86,666,8,-84.331858,33.824102,-75.298356,39.973277,"Cramped: Food was ok - nothing to write home to mom about - my major issue was how cramped the seating was. The person sitting in front of me, reclined their seat and the back of it was so close to me, that I was trapped. In order for me to get up and go to the washroom, I had to squeeze through a very small space."
"Philadelphia, PA","Charlotte, NC",Blue,85,Female,1,2009,55,-0.9298245614035088,Personal Travel,0,0,60,Eco,12,2/12/14,US,Southeast Airlines Co.,North Carolina,Pennsylvania,20,NA,NA,Yes,NA,449,4,-80.815826,35.249654,-75.298356,39.973277,"They are now charging for seats!!!!!: I couldn't believe that the airline started to charge for seats! If you allow the airline to choose seats 24 hours before the flight, then they are free. But if you want specific seats and be together, you will now have to pay for each leg of the trip. Since my connecting flight wasn't that full, I didn't request seats..."
"Philadelphia, PA","Phoenix, AZ",Blue,20,Male,2,2012,40,-0.6326530612244898,Business travel,1,0,0,Eco Plus,21,2/21/14,WN,Cheapseats Airlines Inc.,Arizona,Pennsylvania,10,12,4,No,231,2075,8,-111.970041,33.494067,-75.298356,39.973277,"Entertainment is dated, food is average but got us there safe and on time: Outbound flight:Priority boarding with young children, good.Staff handed both our children a colouring pack, good.Entertainment was dated.Food was poor for both adults and children. snack was poor, cardboard like spice cake and no yogurt for the kids?? Had to ask to get some so they would eat something.Inbound flight:Unsure if they offered priority..."
"Philadelphia, PA","Los Angeles, CA",Gold,51,Male,1,2010,4,0.2727272727272727,Business travel,0,17,28,Eco,1,1/1/14,VX,Cool&Young Airlines Inc.,California,Pennsylvania,14,0,0,No,267,2402,9,-118.104332,33.982668,-75.298356,39.973277,"comfortable flight: 787 very comfortable flight, good customer service, in flight entertainment could have been better (movie choices) and we found the meal and snack to be prett light as well but at least there was food available - this was an economy flight, so overall it was great!"
"Philadelphia, PA","Los Angeles, CA",Blue,74,Female,1,2008,4,-0,Personal Travel,0,90,160,Eco Plus,2,3/2/14,US,Southeast Airlines Co.,California,Pennsylvania,6,0,0,No,265,2402,6,-118.104332,33.982668,-75.298356,39.973277,"Tight, Cramped, Arguing Crew Members: My first and likely last time on Southeast. Flew on the 787 in the 3-3-3 configuration. I am 6'2"" and the 31"" pitch is brutal. This is the first time in my life I experienced claustrophobia. So stressful! I had the window seat in hopes of leaning against the window a bit for sleep and added space."
"Philadelphia, PA","Los Angeles, CA",Blue,55,Female,1,2007,23,-0.5862068965517241,Personal Travel,0,0,45,Business,27,1/27/14,US,Southeast Airlines Co.,California,Pennsylvania,14,4,0,No,273,2402,8,-118.104332,33.982668,-75.298356,39.973277,"Flight: We were told in check-in that the flight wasn't busy so we could have a seat between us to make more room, this did not happen as the man on the end of the row of four had been told..."
"Phoenix, AZ","Boston, MA",Blue,74,Female,2,2005,26,-0.6774193548387096,Personal Travel,0,0,60,Eco Plus,19,2/19/14,US,Southeast Airlines Co.,Massachusetts,Arizona,16,17,66,No,345,2300,4,-71.140708,42.373132,-111.970041,33.494067,"Worst flying experience of our lives: Got to the airport  3 hours before departure just to make sure everything was in order-turned out not only had we too little time but also if our flight hadn't been delayed, we would've missed it, because of the length of check-in (took 2&half hours-great thing is, we got 90$ worth vouchers for 4 people). During check-in the..."
"Phoenix, AZ","Boston, MA",Silver,25,Female,2,2010,22,0.12,Personal Travel,1,0,60,Eco,8,3/8/14,US,Southeast Airlines Co.,Massachusetts,Arizona,9,0,0,No,311,2300,9,-71.140708,42.373132,-111.970041,33.494067,"A nice surprise: Service by most of the Northern American air carriers mostly lack of luster. Our flight on Southeast was a nice surprise. Southeast may have learned it from Asian counterparts; guests were offered a hot towel when the flight took off . It was refreshing. The food was more palatable than usual. Possibly because of our cabin class--Premium Economy,..."
"Phoenix, AZ","Boston, MA",Silver,73,Female,1,2004,44,-0.7959183673469388,Personal Travel,0,0,210,Eco,31,1/31/14,US,Southeast Airlines Co.,Massachusetts,Arizona,6,0,28,No,372,2300,6,-71.140708,42.373132,-111.970041,33.494067,"A Disgrace: Although this trip was taken last year,I will never forget it as long as I live. The aircraft was old and very well worn,my screen didn't work and the food was the most disgusting slop I've ever been served in all my life. Even worse than that was the appalling attitude of the so called cabin crew."
"Phoenix, AZ","San Francisco, CA",Blue,49,Female,1,2003,0,1,Business travel,0,0,30,Eco,2,3/2/14,OO,Northwest Business Airlines Inc.,California,Arizona,14,77,70,No,91,651,6,-122.158498,37.671179,-111.970041,33.494067,"Very poor service: On check in we were told the flight was on time, but then at the gate the take off was changed due to alledged safety issues with the emergency landing gear- eventually boarding was announced - with extremely rude ground staff in attendance - only to wait on the sky walk for another 20 minutes..."
"Phoenix, AZ","New York, NY",Gold,54,Male,1,2012,8,-0.3333333333333333,Business travel,0,90,45,Eco,3,2/3/14,DL,Sigma Airlines Inc.,New York,Arizona,20,140,177,No,315,2153,10,-73.970221,40.718357,-111.970041,33.494067,"Not bad but not good, on par with other major airline: We took a round trip flight recently  on Southeast. Everything ran smoothly. There was no delay. The food and service are Southeast were acceptable and comparable with other major airlines. The return flight was ok as well. However,  we ran into a 2-hour delay due to..."
"Phoenix, AZ","New York, NY",Blue,46,Female,1,2006,22,-0.5172413793103449,Business travel,3,0,15,Eco,15,1/15/14,B6,OnlyJets Airlines Inc.,New York,Arizona,18,2,0,No,289,2153,8,-73.970221,40.718357,-111.970041,33.494067,"Average airline: We paid extra to have seats with extra legroom and both of us had aisle seats. This was an advantage, however, the seats were located directly behind Premium Economy where the aisle width changes. The result was that every time a Steward passed by, at least one of us was bumped which was very annoying..."
"Phoenix, AZ","Philadelphia, PA",Blue,20,Male,0,2007,89,-0.9560439560439561,Personal Travel,0,0,30,Eco,3,2/3/14,WN,Cheapseats Airlines Inc.,Pennsylvania,Arizona,17,106,117,No,325,2075,4,-75.298356,39.973277,-111.970041,33.494067,"Never Again: We booked a vacation and the flight out was through Southeast. We chose the flights based on cost. After, we went to some reviews of Southeast. Unfortunately, our experience lived up (or down) to the poor reviews. For example, a mechanical forced the plane to go back to the gate for inspection/repair."
"Phoenix, AZ","Boston, MA",Platinum,55,Female,1,2007,61,-0.8769230769230769,Personal Travel,0,120,15,Eco,23,3/23/14,US,Southeast Airlines Co.,Massachusetts,Arizona,9,0,3,No,348,2300,8,-71.140708,42.373132,-111.970041,33.494067,"Little walk room, little leg room: When I hear Southeast, I cringe. I long have to contend with limited leg space, refusing to upgrade for room space over to be seated in front row in Economy where there is constant traffic across isle. But even the isle seems to be getting more and more narrow. I had to bring one bag to my seat and..."
"Phoenix, AZ","Chicago, IL",Blue,50,Male,1,2006,13,-0.23809523809523808,Business travel,0,0,15,Eco,19,3/19/14,WN,Cheapseats Airlines Inc.,Illinois,Arizona,16,12,11,No,202,1444,3,-87.895427,41.827126,-111.970041,33.494067,"Poor customer service: Our recent experience with Southeast staff was distressing! They were rude and not helpful at two airports! Ashamed to call them a national carrier and would never recommend them to anyone! We experienced flight delays, cancellations and missed connections. Southeast was of no help, in fact another airline solved our problem!"
"Phoenix, AZ","San Francisco, CA",Blue,57,Female,1,2009,24,-0.6,Business travel,1,60,241,Eco,3,1/3/14,US,Southeast Airlines Co.,California,Arizona,11,134,114,No,84,651,8,-122.158498,37.671179,-111.970041,33.494067,"Delays: Let me just say that the flight TO my destination was spot on. The check-in agent and flight crew were excellent. However, on the return leg, disasterous.We arrived two hours before out scheduled departure to be informed that the flight would be delayed for 6 hours. That meant 8 hours in the airport. The check-in agent was..."
"Phoenix, AZ","Seattle, WA",Blue,60,Female,1,2010,48,-0.7777777777777778,Personal Travel,0,20,90,Eco,2,3/2/14,WN,Cheapseats Airlines Inc.,Washington,Arizona,6,5,0,No,143,1107,8,-122.274661,47.468409,-111.970041,33.494067,"Surprise,...on time.: This flight was on time both on leaving and arriving. Only the second time that this happened with Southeast in all the times I have booked with them. I try to fly United when I can. I have always had good experiences with Air Transat also. This flight was uneventful which was a pleasant..."
"Phoenix, AZ","Philadelphia, PA",Gold,28,Female,1,2003,8,-0.7777777777777778,Business travel,0,35,55,Eco Plus,24,3/24/14,US,Southeast Airlines Co.,Pennsylvania,Arizona,13,0,0,No,288,2075,10,-75.298356,39.973277,-111.970041,33.494067,"A good experience.: Very pleased with the service we received, pleasant crew and good food. We would use this service again."
"Phoenix, AZ","Philadelphia, PA",Blue,32,Female,1,2008,19,-0.4074074074074074,Business travel,0,120,55,Eco,30,3/30/14,US,Southeast Airlines Co.,Pennsylvania,Arizona,13,0,0,No,288,2075,9,-75.298356,39.973277,-111.970041,33.494067,"Smooth flight-excellent service: I've flown hundreds of times over the years..This was a perfect flight..the flight attendants were friendly,courteous and efficient..the beverage and meal service was perfectly coordinated.My friend and I paid extra and bought the middle seat(I had the aisle and she had the window on the three seat side of plane)and it made a huge difference in comfort and spaciousness.The price..."
"Phoenix, AZ","Houston, TX",Gold,38,Male,1,2007,8,-0.06666666666666667,Mileage tickets,5,0,4,Eco,1,3/1/14,WN,Cheapseats Airlines Inc.,Texas,Arizona,16,3,5,No,164,1020,8,-95.393531,29.784308,-111.970041,33.494067,Never disappoints!: Check in was smooth and quick given we were 7 adults and 1 infant with 8 luggages to be checked in. Boarding was smooth. Seats in economy were comfortable. Online food purchase was available with plenty of varieties. Only observation is that ticket prices are quite steep and we still need to purchase meals as well as pay for luggages....
"Portland, OR","Atlanta, GA",Blue,38,Male,1,2003,28,-0.8064516129032258,Business travel,2,0,25,Business,8,1/8/14,DL,Sigma Airlines Inc.,Georgia,Oregon,8,6,0,No,295,2172,8,-84.331858,33.824102,-122.651087,45.520404,"Seriously.......unimpressive: lounge is poor....Guess I've been spoilt by Air NZ and BA but I guess my expectations of Southeast's  lounge were a tad high. It's cramped, amazingly so, the food is very average and quite frankly I expected more. It's better out on the main departure lounge. If you're thinking of using the lounge.....don't!"
"Portland, OR","Salt Lake City, UT",Blue,49,Female,2,2005,10,-0.3333333333333333,Business travel,0,0,20,Eco,17,3/17/14,DL,Sigma Airlines Inc.,Utah,Oregon,8,0,0,No,100,630,8,-111.929515,40.640838,-122.651087,45.520404,"Flight was ok, nothing special: The plane was crowded and the level of service was just ok as expected. With so many people to look after the flight crew did their best, but you can only do so much with so many people crammed into so little space."
"Providence, RI","Chicago, IL",Blue,33,Female,4,2009,4,0.1111111111111111,Business travel,4,0,10,Eco,28,3/28/14,WN,Cheapseats Airlines Inc.,Illinois,Rhode Island,13,2,0,No,103,842,9,-87.895427,41.827126,-71.397401,41.776323,A comfortable flight: I flighted for business in economy class and it was a very nice trip the crew was very kind and helpful.
"Rochester, NY","New York, NY",Silver,43,Female,1,2009,4,0.6666666666666666,Personal Travel,3,90,10,Eco,5,1/5/14,B6,OnlyJets Airlines Inc.,New York,New York,22,NA,NA,Yes,NA,264,8,-73.970221,40.718357,-77.568207,43.137608,"Read the Memo: Retire This Plane: It used an older DeHavilland Dash 8 turboprop (not sure of the exact model, but definitely not a Bombardier Q400). This plane is very cramped, with minimal seat space, less than a Q400. As well, the overhead bins are small and will not accommodate large carryon suitcases..."
"Salt Lake City, UT","Elko, NV",Blue,35,Male,1,2010,13,-0.7333333333333333,Business travel,0,0,110,Eco,2,2/2/14,OO,Northwest Business Airlines Inc.,Nevada,Utah,17,1,0,No,47,200,10,-115.77282,40.836774,-111.929515,40.640838,Efficient and on Time: Southeast is not my favourite Air Line however the flight went well and the flight home landed exactly the time it was supposed to. The boarding was efficient and the flight itself quick. I do wonder though why they give out those awful dry pretzels (which I don;t eat) whereas a cookie...
"San Antonio, TX","Baltimore, MD",Blue,55,Female,1,2003,45,-0.8367346938775511,Personal Travel,0,0,20,Eco,2,1/2/14,WN,Cheapseats Airlines Inc.,Maryland,Texas,8,16,22,No,228,1407,4,-76.64776,39.234099,-98.475376,29.514399,"WORST CUSTOMER SERVICE EVER!: My luggage did not got delivered, and they promised to get my luggage delivered to my house in one day, gave me a customer service direct line. but, THEY NEVER EVER EVER PICK UP THE PHONE CALL! its super frustrating... and they did not deliver my luggage on time, delayed and couldnt be contacted. sucks. DO NOT GO..."
"San Diego, CA","Kahului, HI",Blue,63,Male,1,2007,28,-0.5135135135135135,Personal Travel,1,0,90,Eco,7,2/7/14,AS,FlyToSun Airlines Inc.,Hawaii,California,16,41,9,No,281,2541,3,-156.477892,20.886428,-117.128799,32.928728,"Not terrible: There was deffective in-flight entertainment. They had a WiFi based, use-your-own-device system, but it relied on installing a complicated app that most people around me couldn't get..."
"San Diego, CA","Boston, MA",Silver,39,Female,1,2006,4,0.7714285714285715,Business travel,2,65,20,Eco,15,2/15/14,B6,OnlyJets Airlines Inc.,Massachusetts,California,17,65,102,No,359,2588,8,-71.140708,42.373132,-117.128799,32.928728,"Delayed, Delayed, and Delayed Again: Out of airline's control but flight was delayed a couple hours due to  thunderstorms. Still lots of time to make our connection, however once we arrived , there was a backlog of planes and passengers because of the earlier airport closure, which we totally understood...."
"San Diego, CA","Charlotte, NC",Blue,50,Male,1,2011,43,-0.6226415094339622,Business travel,0,20,25,Eco,27,1/27/14,US,Southeast Airlines Co.,North Carolina,California,7,0,0,No,295,2077,8,-80.815826,35.249654,-117.128799,32.928728,"Poor food, audio and service: On a positive note the aircraft was relatively new, seats comfortable and it left and arrived on time.The ear phones provided are of such poor quality that it was almost impossible to understand the audio side of all the films. Fortunately I had the problem on an earlier flight so this time I used my iPad ear phones and..."
"San Diego, CA","San Francisco, CA",Blue,31,Male,1,2008,2,-0,Business travel,1,15,50,Eco,11,3/11/14,WN,Cheapseats Airlines Inc.,California,California,15,0,0,No,65,447,9,-122.158498,37.671179,-117.128799,32.928728,"trip: Had a great flight, as with my previous flights. I like Southeast as they usually have the most direct fight options that work for my schedule."
"San Diego, CA","Miami, FL",Blue,55,Female,2,2007,34,-0.8888888888888888,Mileage tickets,0,0,50,Eco,17,2/17/14,AA,Paul Smith Airlines Inc.,Florida,California,18,0,0,No,306,2267,9,-80.231428,26.175616,-117.128799,32.928728,Long Haul!: This was our first time flying with Southeast. It's a long haul flight so it's worth understanding that it's never going to be a relaxing or pleasant experience if you haven't done a service like this before. Having said that Southeast were pretty good.
"San Diego, CA","Los Angeles, CA",Blue,27,Female,2,2009,14,-0.2727272727272727,Business travel,0,40,15,Eco Plus,12,1/12/14,OO,Northwest Business Airlines Inc.,California,California,7,NA,NA,Yes,NA,109,9,-118.104332,33.982668,-117.128799,32.928728,"Good Experience: Actually had a good experience with the airline. They cancelled our original flight and put us on a late one arriving midnight, phoned and asked nice if it was possible to change to one of the much earlier flights and they Southeastcommodated no problem. Was a short 3 hour flight, have to pay for everything, headphones and such, not to..."
"San Diego, CA","Kahului, HI",Blue,42,Male,1,2012,10,-0.1111111111111111,Business travel,4,0,90,Eco,5,2/5/14,AS,FlyToSun Airlines Inc.,Hawaii,California,16,0,0,No,280,2541,10,-156.477892,20.886428,-117.128799,32.928728,"Great Experience for this 6'2"" Sturdy Traveller: I specifically booked the Boeing 787 Dreamliner to check it out. The airplane was nothing special. I thought it would be much quieter than a 767 or an A320, but their was no difference for me. I had ample leg room in 12A (Window - Bulkhead). The Flight Attendants were pleasant enough, but worked steadily almost all through the flight."
"San Francisco, CA","Atlanta, GA",Blue,72,Female,1,2003,16,-0.5238095238095238,Personal Travel,0,0,0,Eco,4,2/4/14,DL,Sigma Airlines Inc.,Georgia,California,20,11,0,No,293,2139,3,-84.331858,33.824102,-122.158498,37.671179,"A direct flight but with old equipment: The fact that Southeast has started to fly directly is very positive and saves many hours spent on the way. However, the airplane, an airbus 330, was old. For my seat the entertainment center was a joke."
"San Francisco, CA","Boston, MA",Silver,24,Female,2,2008,16,-0.45454545454545453,Business travel,0,10,90,Business,24,2/24/14,OU,Oursin Airlines Inc.,Massachusetts,California,18,0,0,No,370,2704,10,-71.140708,42.373132,-122.158498,37.671179,"Our child was more comfortable on Southeast flight: The flight attendants were advised on boarding that our child was not comfortable with seatbelts. The told us that as long as she is secured, even if it would be in our lap, we could fly and the flight would not be cancelled!! They were very attentive to our child and were really good with her. They made it easy..."
"San Francisco, CA","Boston, MA",Blue,17,Male,0,2004,10,-0.1111111111111111,Personal Travel,1,0,79,Eco,13,1/13/14,B6,OnlyJets Airlines Inc.,Massachusetts,California,19,167,133,No,352,2704,4,-71.140708,42.373132,-122.158498,37.671179,"Nice people terrible airline: One word, consistency. Consistently delayed, consistently missed flights. The staff were polite and helpful and got us on to a united flight (which was on time). On the return, flight delayed, three stooges like customs experience and connecting flight missed. 15 people missed flight by 7 minutes. Great job..."
"San Francisco, CA","Washington, DC",Blue,39,Male,1,2012,38,-0.8536585365853658,Mileage tickets,0,0,30,Eco,14,2/14/14,OU,Oursin Airlines Inc.,Virginia,California,6,NA,NA,Yes,NA,2419,6,-77.18974,38.897394,-122.158498,37.671179,Can not recommend---Delayed bags and cnxld flts: Delayed Bag on departure and return! Delayed and cancelled flts created enormous stress... will never fly Southeast again!
"San Francisco, CA","Philadelphia, PA",Blue,20,Male,2,2012,10,-0.3333333333333333,Personal Travel,0,0,35,Eco,18,2/18/14,US,Southeast Airlines Co.,Pennsylvania,California,10,24,23,No,359,2521,4,-75.298356,39.973277,-122.158498,37.671179,terrible - There was absolutely no legroom.: Seats have absolutely no legroom.
"San Francisco, CA","Seattle, WA",Blue,69,Male,2,2011,21,-0.6153846153846154,Personal Travel,0,30,135,Eco,28,2/28/14,AS,FlyToSun Airlines Inc.,Washington,California,9,30,32,No,112,679,3,-122.274661,47.468409,-122.158498,37.671179,Luggage: Worst airlines ever. my luggage never came. It ended up at a completely different hotel from where I was staying and I am getting no where. I'm having the hotel people send it for me because I don't trust Southeast to handle my luggage. They keep saying emails are being sent and once they...
"San Francisco, CA","New York, NY",Blue,28,Female,2,2004,17,-0.4166666666666667,Business travel,1,30,30,Eco,7,2/7/14,VX,Cool&Young Airlines Inc.,New York,California,7,0,6,No,392,2586,6,-73.970221,40.718357,-122.158498,37.671179,BEWARD OF LUFTHANSA OPERATED BY AIR CANADA ROUTE: Never again! Don't even expect a complimentary cup of coffee - you have to pay for everything! I was absolutely shocked when I got on the plane to find there is no entertainment onboard except...
"San Francisco, CA","New York, NY",Blue,46,Male,2,2004,21,-0.4,Personal Travel,0,0,120,Eco,10,1/10/14,B6,OnlyJets Airlines Inc.,New York,California,20,29,4,No,351,2586,4,-73.970221,40.718357,-122.158498,37.671179,Makes BA look good: Got a funny feeling when the plane left the Gate with people still putting their luggage in the overhead lockers. It transpired the pilot did not want to lose his slot! No check by the cabin staff that seat belts were in use or floor space between seats was clear. Service during the flight was average and the crew appeared...
"San Francisco, CA","Chicago, IL",Blue,39,Female,1,2008,16,-0.391304347826087,Business travel,1,60,60,Eco,22,1/22/14,VX,Cool&Young Airlines Inc.,Illinois,California,18,6,11,No,265,1846,9,-87.895427,41.827126,-122.158498,37.671179,"On time, on target: I always take a window seat as it's a great way to catch up on extra sleep without people bothering you to go to the bathroom. Arrived on schedule, like it normally does."
"San Francisco, CA","Charlotte, NC",Blue,23,Female,1,2005,7,0.17647058823529413,Business travel,0,0,160,Eco Plus,23,1/23/14,US,Southeast Airlines Co.,North Carolina,California,9,0,0,No,323,2296,9,-80.815826,35.249654,-122.158498,37.671179,"Great service at a great price: We flew Southeast , with a layover purely because it was the cheapest flight on the day we needed to leave. Both of our flights left on time, the food was substantial and very good for an airline (we got three meals), and the staff was very communicative as..."
"San Francisco, CA","Washington, DC",Blue,37,Male,1,2003,4,0.2727272727272727,Business travel,2,50,105,Business,5,3/5/14,OU,Oursin Airlines Inc.,Virginia,California,6,0,0,No,340,2419,9,-77.18974,38.897394,-122.158498,37.671179,"Have always liked Southeast: Our flight was through Southeast and its partners. If I can afford the price, and if the tickets were on sale, I have always opted for Southeast, because of its service and reliability. And ground crew were just as pleasant. Long-haul flights come with food..."
"San Francisco, CA","Boston, MA",Gold,32,Female,1,2006,11,0.56,Business travel,1,105,30,Eco,26,1/26/14,VX,Cool&Young Airlines Inc.,Massachusetts,California,8,2,12,No,384,2704,6,-71.140708,42.373132,-122.158498,37.671179,"Lounge at Pearson (International flights): I really do not know if reviewing the lounge  fits here or not, but here it comes.The lounge is nice, and far better than the ones offered by other airlines. My poor rating goes to the attitude of the 'gate keepers' that somehow, at least in my personal experience, appear to have..."
"San Francisco, CA","Boston, MA",Platinum,39,Male,2,2005,4,0.68,Business travel,2,0,65,Business,17,3/17/14,OU,Oursin Airlines Inc.,Massachusetts,California,8,0,20,No,396,2704,10,-71.140708,42.373132,-122.158498,37.671179,"Excellent Flights: Great experience with Southeast. The business class configuration on their Boeing 787 was what I expected and was able to sleep with as much comfort as can be expected on an airplane. The service was excellent and the food was good. Connecting is not great (you fly a smaller Embraer jet), but it's not a..."
"San Francisco, CA","Sacramento, CA",Silver,60,Male,2,2010,17,-0.25925925925925924,Business travel,0,0,40,Eco,23,3/23/14,OO,Northwest Business Airlines Inc.,California,California,12,0,11,No,31,86,10,-121.324669,38.638578,-122.158498,37.671179,Good flight: I booked this  Travelocity and had difficulty reserving my emergency exit row seats once I decided to pay the extra $30 per seat to get the additional leg room. Travelocity referred me to Southeast and they referred me back to Travelocity. The Southeast customer service person also said I...
"San Francisco, CA","Boston, MA",Blue,70,Male,2,2006,12,-0.14285714285714285,Personal Travel,0,210,95,Eco,2,3/2/14,B6,OnlyJets Airlines Inc.,Massachusetts,California,19,64,92,No,411,2704,5,-71.140708,42.373132,-122.158498,37.671179,"Southeast have very poor service: Ok so we accept that sometimes flights get delayed. Ours is delayed nearly 4 hours, but it is the way we were treated by Southeast staff that is appalling. We asked for help from the  lounge and the woman got aggressive and called her supervisor. They didn't explain why the delay nor did they call anyone from their customer..."
"San Francisco, CA","New York, NY",Blue,27,Female,2,2006,28,-0.4,Business travel,2,60,70,Eco,31,3/31/14,VX,Cool&Young Airlines Inc.,New York,California,18,152,146,No,375,2586,9,-73.970221,40.718357,-122.158498,37.671179,Flying was ok: The flight was on time to go but coming back the flight was late so we miss our connection flight and had to sleep at the airport. Had to take the third flight out that airport because all the others flights were already booked.
"San Francisco, CA","Charlotte, NC",Blue,63,Female,3,2008,19,-0.4074074074074074,Mileage tickets,0,0,65,Eco,6,1/6/14,US,Southeast Airlines Co.,North Carolina,California,18,57,62,No,327,2296,8,-80.815826,35.249654,-122.158498,37.671179,"Average: Flight times changed, resulting in longer lay overs. Two departure times were late. Luggage delivery on arrival a bit slow"
"San Francisco, CA","Miami, FL",Blue,39,Female,3,2010,0,1,Personal Travel,0,0,25,Eco,6,2/6/14,AA,Paul Smith Airlines Inc.,Florida,California,16,83,86,No,370,2585,4,-80.231428,26.175616,-122.158498,37.671179,"Bad customer service throughout: This was one of our most frustrating flights ever! We were booked by Southeast (online) on a flight.  The flight was delayed because they had to change the gate. Then the flight was further delayed because of some other ""issues""...."
"San Francisco, CA","Charlotte, NC",Blue,63,Female,3,2008,19,-0.4074074074074074,Mileage tickets,0,0,65,Eco,6,1/6/14,US,Southeast Airlines Co.,North Carolina,California,18,57,62,No,327,2296,8,-80.815826,35.249654,-122.158498,37.671179,quite an expensive flight: Still not terribly enamoured with the business class seats. Not much space below the knees in that small cubby hole. Snacks have been really slimmed down. Flight attendants are really hit and miss compared to other airlines. Six flights in 7 days and 5 of them were delayed at least an hour. Business class flights were VERY expensive...
"San Francisco, CA","Boston, MA",Blue,62,Female,1,2011,29,-0.5675675675675675,Business travel,0,20,45,Eco,11,2/11/14,B6,OnlyJets Airlines Inc.,Massachusetts,California,7,0,1,No,384,2704,9,-71.140708,42.373132,-122.158498,37.671179,"Off to vacation: Welcome on board, Southeast provides a perfect flight in their business class. Great service, comfortable chair."
