EntryNum,LogCPY,Alpha,LogJIF,NumSent,Texts
291,-0.301029996,0.87,0.005180513,9,I focus on ways of amending my behavior that would be useful.;I am interested in examining possible connections between my childhood experiences and the way I raise my child.;I often think about the way I feel about things. Self-Reflection and Insight Scale;My experience in the parenting role helps me discover new things about myself.;I often examine if the way I nurture my child meets my child's needs.;I reflect on the interaction between my child and myself as a parent.;I often examine if our parent-child interactions contribute to the parenting goals I have set.;I often evaluate if my reaction to a certain situation fits the given situation.;I often think about the way I think about things.
292,-0.301029996,0.85,0.005180513,9,"When I want to fully understand an important event that has happened with my child, I usually try to look at it from different angles. That is, look at it not only from my point of view but also from the perspective of my child.;When I am upset with my child, I usually try to “put myself in his/her shoes” for a while.;When I am trying to solve a problem, I think of as many options as possible until I cannot come up with any more ideas.;I try to look at everybody's side of disagreement before I make a decision.;When I am confused by a problem that has arisen in the family, one of the first things I do is survey the situation and consider all relevant information.;When I have to reach an important decision, I take into account as many aspects as possible. That is, I take into consideration what my sense, my heart, my experiences, my principles, etc. say.;When making a decision, I consider both the immediate consequences and the long-term consequences of each option, which may even contradict each other.; Before criticizing a member of the family, I try to imagine how I would feel if I were in their place.;I usually ask family members to share how they look at things from their point of view, before I reach a conclusion regarding a situation."
293,-0.301029996,0.79,0.005180513,6,"I am able to control my anger.;When I'm faced with a stressful situation at home, I make myself think about it in a way that helps me stay calm.;Others admire me for being a relaxed parent.;I stay calm when having a disagreement with my child.;On the whole, I'm able to deal with stress deriving from parenting."
294,-0.301029996,0.76,0.005180513,6,"I have the ability to solve most problems that arise at home, even though initially no solution is immediately apparent.;Having been confronted with difficult experiences, has contributed to my overall personal growth.;When coping with a difficult situation, I try to learn something from this experience.;Difficult past events have helped me become more focused onpriorities.;Having dealt with difficult situations has led me to deal with stress and problems in a better way.;I have experienced difficulties that have taught me how to adjust to situations I cannot change."
305,0,0.97,0.017033339,7,"I can enrich my lesson content by using electronic circuit (Arduino, Raspberry Pi, Tinker Board, UDOO etc.).; I can enrich my lesson content by using electronic circuit (Arduino, Raspberry Pi, Tinker Board, UDOO etc.).; I can decide components to be used in electronic circuit (Arduino, Raspberry Pi, Tinker Board, UDOO etc.).; I can develop an app with electronic circuit (Arduino, Raspberry Pi, Tinker Board, UDOO etc.).; I can develop the products which support lesson content by using electronic circuit (Arduino, Raspberry Pi, Tinker Board, UDOO etc.).; I can enrich my lesson content by using block-based app (Scratch, Codu etc.); I can develop lesson content by using educational robot kits."
306,0,0.93,0.017033339,12,"I can mathematically express the solution ways of the problems I face in the daily life.; I think that I learn better the instructions made with the help of mathematical symbols and concepts.; I think that I have a special interest in the mathematical processes.; I have problems in the issue of where and how I should use the variables such as X and Y in the solution of a problem.; It is fun to try to solve the complex problems.; I am good at preparing regular plans regarding the solution of the complex problems.; I make use of a systematic method while comparing the options at my hand and while reaching a decision.; I can apply the solution ways I plan respectively and gradually.; I have not problems in the demonstration of the solution of a problem in my mind.; I have not problems in the demonstration of the solution of a problem in my mind.; I have not problems in the demonstration of the solution of a problem in my mind.; In the cooperative learning, I think that I attain/will attain more successful results because I am working in a group."
307,0,0.85,0.017033339,6,I like the people who are sure of most of their decisions.; I like unbiased and realist people.; Dreaming is caused to show up my important projects.; I trust myself to conduct the plan while I plan to solve my problem.; I have faith in solving the problems when I come across a new situation.; I am easily adapted new technologies.
315,-0.301029996,0.95,-0.251811973,25,"I feel that God loves me.; God is precious to me.; I believe that God is alive.; I am glad I believe in Jesus.; God knows my thoughts and feelings.; I know that the Bible is the word of God.; I believe that Jesus died on the cross to forgive my sins.; I, who believe in Jesus, will go to heaven.; God wants everyone to know and worship Him; I want to be a proud child to God.; I think that God is the one who gives sunshine and rain.; I am a precious person, created by God.; God created me through my parents.; I am grateful to see the world God has created.; I am happy when I think about God.; God helps me when I feel distressed or sad.; I can tell anyone in the kindergarten or childcare center I believe in God.; I tell my friends about Jesus.; I think and talk about God.; I like going to church and I wait for it.; I like to worship.; I feel sorry toward God when I do something bad.; I ask God for forgiveness when I do something wrong.; I, a child of God, do not lie.; I pray to God when I have difficulties."
316,-0.301029996,0.95,-0.251811973,16,"I feel that God loves me.; God is precious to me.; I believe that God is alive.; I am glad I believe in Jesus.; God knows my thoughts and feelings.; I know that the Bible is the word of God.; I believe that Jesus died on the cross to forgive my sins.; I, who believe in Jesus, will go to heaven.; God wants everyone to know and worship Him; I want to be a proud child to God.; I think that God is the one who gives sunshine and rain.; I am a precious person, created by God.; God created me through my parents.; I am grateful to see the world God has created.; I am happy when I think about God.; God helps me when I feel distressed or sad."
317,-0.301029996,0.77,-0.251811973,5,I can tell anyone in the kindergarten or childcare center I believe in God.; I tell my friends about Jesus.; I think and talk about God.; I like going to church and I wait for it.; I like to worship.
318,-0.301029996,0.8,-0.251811973,4,"I feel sorry toward God when I do something bad.; I ask God for forgiveness when I do something wrong.; I, a child of God, do not lie.; I pray to God when I have difficulties."
319,-0.301029996,0.81,0.146128036,7,I consider myself an athlete.; I have many goals related to sport.; Most of my friends are athletes.; Sport is the most important part of my life.; I spend more time thinking about sport than anything else.; I feel bad about myself when I do poorly in sport.; I would be very depressed if I were injured and could not compete in sport.
323,0,0.78,0.403977964,6,I think in detail about costs and benefits.; I analyze situations in making my career decisions.; I collect as much information as I can.; I carefully evaluate the costs and benefits of the decision.; I use data to inform my decisions.; I try to use my reasoning as much as possible when I make a decision.
324,0,0.83,0.403977964,8,I trust my gut instinct.I trust my feelings.; I use my emotions to guide me.; I choose the option I feel right about.; My mind will quickly tell me what to do.; I rely on my intuition.; I go with what I sense is right.; I trust my first feeling of which option I need to choose.
325,0,0.84,0.403977964,6,I ask friends to give me advice.; I think of someone I respect and consider how they would like to advise me.; I turn to people I can talk to.; I call people I can trust.; I reach out people for advice.; I seek advice from my family members or significant others.
326,0,0.94,0.403977964,6,I rely on spiritual discernment.; I use spiritual readings such as scripture to decide the right course of action.; I attend spiritual retreats to aid in my decision-making.; I use spiritual practices to guide me.; I follow spiritual principles.; I lean not on my own wisdom but the wisdom of a higher power.
327,-0.477121255,0.95,0.589837943,3,The child stares and has an accusatory look when he/she presents unconvincing arguments in relation to the rejected parent.; The child has a tense/defensive attitude when presenting unconvincing arguments in relation to the rejected parent.; The child has a convincing attitude when presenting unconvincing arguments in relation to the rejected parent.
328,-0.477121255,0.98,0.589837943,3,"The child shows a scornful attitude (a mocking look/expression of disgust) when talking about the rejected parent's relatives/friends, in front of the assessor.; The child emphasizes a defensive body attitude when talking to the assessor about the rejected parent's relatives/friends.; The child does not make any eye contact or has an avoidant/partial eye contact when talking to the assessor about the rejected parent's relatives/friends."
329,-0.477121255,0.94,0.589837943,3,"The child uses an offensive name for the rejected parent (for example, he/she uses to say about him/her that he/she is “stupid”, “ugly”, “crazy”).; The child criticizes the rejected parent, highlighting the parent's defects and negative characteristics.; The child changes his/her tone of voice when talking about the rejected parent (a sharp, grumpy, angry tone)."
330,-0.477121255,0.95,0.589837943,3,The child is highly categorical when bringing counter-arguments in relation to the rejected parent.; The child refuses to spontaneously verbalize any positive experiences which involve the rejected parent.; The child does not verbalize any positive experiences involving the rejected parent when challenged to do so.
331,-0.477121255,0.96,0.589837943,3,"The child verbally approves of the parent's negative attitude towards the other parent (automatic, reflective and idealized support; for example: mother/father knows what it is better for me).; The child finds justifications for the parent's attitude towards the other parent (for example: the mother/father behaves in this way because he/she knows best).; The child brings arguments that support the parent's attitude to the detriment of the other parent (for example: the mother/father does this because otherwise my father/mother might hurt me)."
332,-0.477121255,0.94,0.589837943,3,"The child states that the decision to reject the parent is his/her personal decision (i.e., I do not want to meet him/her because I think this is best for me).; The child rejects the idea that his/her opinions were taken over from the other parent (for example: This is what I think and not what my mother/father has told me).; The child builds scenarios intended to demonstrate that the ideas he/she has in relation to the rejected parent belong entirely to him/her (for example, he/she gives arguments about which he/she claims that belong entirely to him/her in order to prove the authenticity of his/her thinking)."
333,-0.477121255,0.95,0.589837943,3,"The child states that the rejected parent deserves to be punished for the way he/she is treating him/her (for example, that he/she deserves to be naughty/rude with him/her).; The child makes verbalizations which show that this behaviour towards the parent is a normal behaviour (i.e.,: my father/mother deserves to call him/her stupid); The child makes biased statements about the parent to the detriment of the other parent (my father/mother is much better/smarter/nicer than the rejected parent)."
334,-0.477121255,0.94,0.589837943,3,"The child has a defensive posture when using negative terms and words against the rejected parent (for example: clenched fists, arms crossed, sudden or nervous movements).; The child makes a direct, sustained, convincing eye contact when using negative terms and words in relation to the rejected parent.; The child uses a persuading tone when using negative terms and words against the rejected parent."
352,-0.301029996,0.821,0.376576957,4,"Courses are being conducted by discussions, questionanswers, etc. rather than the transfer of information by the teacher.; The teaching process is carried out through collaborative processes that allow the sharing of knowledge and skills rather than the presentation of information by the teacher.; The most part of a class hour is not being conducted with the teacher's course presentation, but in a way that allows for our active participation.; Teacher gives us the opportunity to discover and comprehend the information with appropriate tips rather than presenting the information as ready."
353,-0.301029996,0.86,0.376576957,6,"We are allowed to obtain the knowledge and skills we need in daily life during the teaching process.; Educational activities are carried out in a way that will allow the development of our problem-solving skills.; Educational activities are capable of developing our questioning and critical thinking skills.; The activities carried out during the teaching process are able to allow us to comprehend and apply the information rather than memorizing it.; We are given enough opportunities to turn the theoretical knowledge we have gained during the teaching process into practice.; Since there is no time left for application, homework is given for the activities."
354,-0.301029996,0.779,0.376576957,3,"Evaluations are made to measure higher level gains (application, analysis, synthesis, and evaluation) rather than remembering the learned information.; There are not enough performance-based assessments.; Our performance and efforts in the course are not taken into consideration in the assessment process as much as written and oral exam scores."
355,-0.301029996,0.691,0.376576957,3,"The performance and project tasks given in the teaching process do not serve to achieve gains.; We are given the opportunity to practice with different teaching methods and techniques according to the gains.; The gains provide us to improve ourselves in many aspects (cognitive, affective, psychomotor)."
356,-0.301029996,0.701,0.376576957,3,"Topics (books, workbooks, materials…) contain contents that will allow us to comprehend and practice the information rather than memorization.; There is no time for implementation due to the intensity of topics.; That there are a lot of topics in the content makes our learning more difficult."
357,-0.301029996,0.753,0.376576957,19,"Courses are being conducted by discussions, questionanswers, etc. rather than the transfer of information by the teacher.; The teaching process is carried out through collaborative processes that allow the sharing of knowledge and skills rather than the presentation of information by the teacher.; The most part of a class hour is not being conducted with the teacher's course presentation, but in a way that allows for our active participation.; Teacher gives us the opportunity to discover and comprehend the information with appropriate tips rather than presenting the information as ready.; We are allowed to obtain the knowledge and skills we need in daily life during the teaching process.; Educational activities are carried out in a way that will allow the development of our problem-solving skills.; Educational activities are capable of developing our questioning and critical thinking skills.; The activities carried out during the teaching process are able to allow us to comprehend and apply the information rather than memorizing it.; We are given enough opportunities to turn the theoretical knowledge we have gained during the teaching process into practice.; Since there is no time left for application, homework is given for the activities.; Evaluations are made to measure higher level gains (application, analysis, synthesis, and evaluation) rather than remembering the learned information.; There are not enough performance-based assessments.; Our performance and efforts in the course are not taken into consideration in the assessment process as much as written and oral exam scores.; The performance and project tasks given in the teaching process do not serve to achieve gains.; We are given the opportunity to practice with different teaching methods and techniques according to the gains.; The gains provide us to improve ourselves in many aspects (cognitive, affective, psychomotor).; Topics (books, workbooks, materials…) contain contents that will allow us to comprehend and practice the information rather than memorization.; There is no time for implementation due to the intensity of topics.; That there are a lot of topics in the content makes our learning more difficult."
361,0.397940009,0.72,0.589837943,5,"I purchase and eat foods considering my health.; I limit foods like sugar, coffee, fats, etc.; I choose diet low in fat, saturated fat, or cholesterol.; I avoid foods with high additives.; I usually read the ingredients on food labels."
362,0.397940009,0.92,0.589837943,3,I try to control stress.; I reduce stress and anxiety.; I use specific methods to control my stress.
363,0.397940009,0.6,0.589837943,3,"I feel connected with some force greater than myself.; I nurture the spiritual aspects of myself; I spend a portion of the everyday in prayer, meditation, or personal reflection."
364,0.397940009,0.86,0.589837943,4,I try to take positive outlook on things.; I think positively of life.; I try to cope with positively on failure and frustration.; I am able to speak openly about my feelings when angry or worried.
365,0.397940009,0.71,0.589837943,10,I protect the environment.; I choose environmentally friendly products.; I choose sustainable source products over conventional ones.; I am interested in renewable energy sources.; I prefer sustainable agriculture practices.; I prefer products manufactured in sustainable ways.; I prefer products made of recycled materials.; My purchase decisions are based on its effect on the world.; I teach the benefits of environmentally friendly products to family or friends.; I would be willing to reduce my consumption to help protect the environment.
366,0.397940009,0.86,0.589837943,3,I am socially conscious.; I consider the local society and its members in daily life.; I consider the entire world and population in daily life.
391,0,0.72,0.469822016,4,Even the advice of experts should be questioned; Reality has many different aspects; Concepts may be understood differently in different contexts; here are usually many possible ways to do something.
392,0,0.8,0.469822016,5,"I have a strong desire to learn new things; The more I learn, the more exciting the world becomes; The people I admire most are always learning new things; I am capable of learning for myself almost anything I might need to know;  I will never be too old to learn new things."
393,0,0.77,0.469822016,3, I enjoy discussing my ideas about course content with others; Students can learn more by sharing their ideas with each other; Hearing ideas of other students help me understand course content.
394,0,0.86,0.469822016,5,Sharing resources helps me gain feedback from others; Sharing resources increases my network and sphere of influence; Sharing resources enhances my confidence as I see myself as part of larger community; Sharing resources promotes collaboration; Sharing my resources for learning is important to me.
395,0,0.84,0.469822016,6,"It is not difficult for me to adjust to changes in learning conditions (e.g. from lecture-based to discussion- based learning, from classroom learning to online learning etc); I am open to changing the methods I use for learning even ifcit requires effort; I am able to initiate changes in learning strategy if necessary; I feel ready to accept future changes in learning environments; Even when things are going well, I look for ways to change my life; I typically seek various ways to do the same things in my daily routine; I adjust quickly to new learning tools, such as mobile devices and MOOCS (massive open online courses). 
  "
396,0,0.78,0.469822016,3,I appreciate and welcome the challenges and opportunities that diversity brings; I seek to learn about cultures different to my own; It is important for me to learn a second language; I appreciate the range of cultural experiences that people bring to relationships or situations.
397,0.602059991,0.82,0.376576957,5,"When I study English with my classmates in an FC, I listen carefully to their opinions about English learning;  Learning in an FC, I often supervise other students' memorisation of their words and homework with my classmates;  When I study English with my classmates in an FC, I always express my thoughts and opinions actively; When learning in an FC, I will take the initiative to ask my classmates for help if I have problems with my studies; When I study English with my classmates in an FC, all of us feel very excited."
398,0.602059991,0.86,0.376576957,4,"The content of FC learning often reminds me of some knowledge or things from other disciplines; When study in an FC, I doubt whether what the teacher or the book said was true or not; When answering questions in an FC, I often come up with some new ideas that other students cannot; After learning in an FC, I try to write some sentences with the new words that I just learned."
399,0.602059991,0.83,0.376576957,4,"I can maintain a very positive and excited state when I am learning in an FC; Through learning in an FC, I like English much more than before; I hope I can learn English using an FC approach continually in further study; I feel it's very interesting to learn English in an FC."
400,0.602059991,0.79,0.376576957,4,"I often have many questions and thoughts about the content of flipped learning; I will participate in the discussion activities actively when I learn English in an FC; When I encounter problems in an FC, I do not give up until I find the answer; When I encounter problems in an FC, I often discuss them with my teachers or parents voluntarily."
401,0.602059991,0.77,0.376576957,3,"Compared with the exam results, I attach more importance to whether I have mastered the main knowledge during my study in an FC; I always take the homework and tasks that were assigned in my FC very seriously; I will reflect on my progress and shortcomings in learning English through an FC."
402,0.505149978,0.78,0.278753601,5,"The major source of stress in my life is my child(ren); Having child(ren) leaves little time and flexibility in my life; Having child(ren) has been a financial burden; It is difficult to balance different responsibilities because of my child(ren); The behaviour of my
child(ren) is often embarrassing or stressful to me"
403,0.505149978,0.73,0.278753601,4,I feel close to my child(ren); I enjoy spending time with my child(ren); My child(ren) is an important source of affection for me; Having child(ren) gives me a more certain and optimistic view for the future
404,0.505149978,0.71,0.278753601,3,"If I had to do it over again, I might decide not to have child(ren); I feel overwhelmed by the responsibility of being a parent; Having child(ren) has meant having too few choices and too little control over my life"
405,0.505149978,0.57,0.278753601,2,Caring for my child(ren) sometimes takes more time and energy than I have to give; I sometimes worry whether I am doing enough for my child(ren)
406,0.22184875,0.67,0.669316881,5,I think about how only I feel this way; I wonder why I have these problems and others don't; I think about how sad I feel; I think about my failures; I try to understand my depressed feelings.
407,0.22184875,0.71,0.669316881,3,I write down what I am thinking and analyze it; I go out alone and think about why I am feeling this way; I go somewhere on my own to think about my feelings
408,1.792391689,0.72,0.350248018,4,I had disturbing thoughts that I may have caught the coronavirus; I had disturbing thoughts that certain people I saw may have the coronavirus; I could not stop thinking about the coronavirus; I dreamed about the coronavirus
409,1.792391689,0.85,0.350248018,5,"I felt dizzy, lightheaded, or faint, when I read or listened to news about the coronavirus; I had trouble falling or staying asleep because I was thinking about the coronavirus; I felt paralyzed or frozen when I thought about or was exposed to information about the coronavirus; I lost interest in eating when I thought about or was exposed to information about the coronavirus; I felt nauseous or had stomach problems when I thought about or was exposed to information about the coronavirus."
410,0,0.6,0.669316881,7,I feel I have moral courage; I see my behaviour as dignified; I feel I have a high strength of character; I take pride living according to my moral code; I will always stick to my principles even if asked to do otherwise; I have a lot of respect for myself; I see myself as a high-minded (or honourable) person
411,0,0.63,0.669316881,10,"I feel that I am a person of worth, at least on an equal basis with others; I feel that I have a number of good qualities; I am able to do things as well as most other people; I take a positive attitude toward myself; On the whole I am satisfied with myself; All in all, I am inclined to feel that I am a failure; I feel I do not have much to be proud of; I wish I could have more respect for myself; I certainly feel useless at times; At times I think I am no good at all"
412,0.903089987,0.91,0.475671188,5,The work of people like me is not valued enough by society; People like me do not get enough recognition for their work; No matter how hard we work people like me are not appreciated; The work of people like me is not recognized enough in society; The job situation of people like me receives too little attention in society.
413,0.903089987,0.88,0.475671188,5,"The cultural interests of people like me are given too little consideration in society;The values of people like me are becoming less and less important in society; It is not important to society to maintain the traditions of people like me; The customs, traditions and manners of people like me are less and less appreciated; People like me are no longer allowed to express their opinions freely in public."
414,0.903089987,0.95,0.475671188,5,Most politicians do not care what people like me think; The problems of people like me are unimportant to most politicians; The concerns of people like me are not noticed by politicians; The problems of people like me are not heard by most politicians; Politics pays too little attention to the interests of people like me.
421,1.189664066,0.91,0.550228353,7,"Others in my congregation give me the sense that I belong;  I have worth in the eyes of others in my congregation; Others in my congregation care about my life and situation; If something went wrong 
others in my congregation would give me assistance; I feel appreciated by others in my congregation ; I can turn to others in my congregation for advice when I have problems; I do not feel close to
others in my congregation"
422,1.189664066,0.75,0.550228353,7,"God gives me the sense that I belong;  I have worth in the eyes of God; God cares about my life and situation;  If something went wrong, God would give me assistance; I feel appreciated by God; 
I can turn to God for advice when I have problems; I do not feel close to God"
423,1.189664066,0.9,0.550228353,7,"My church leaders give me the sense that I belong ; I have worth in the eyes of my church leaders;My church leaders care about my life and situation; If something went wrong my church leaders would give
me assistance;  I feel appreciated by my church leaders;  I can turn to church leadership for advice when I have problems; I do not feel close to my church leaders"
424,-0.301029996,0.94,0.752816431,16,Food and beverages prepared in front of customers attracts me a lot; I like to get service at restaurants that serve food only once a day; I like food and beverages with intense aromas;  I like to be informed about the preparation of food and beverages by the serving staff;  I consume food and beverages prepared with additives to adjust the consistency; Food and beverages prepared with the foam technique is a different experience to taste; I would like to taste food and beverages with hot jellies; Food and beverages served by different cooks for each customer at the restaurant I eat attracts me; I can spare five to six hours or more to taste unusual food; Food and beverages prepared with different cooking methods attract my attention; Food and beverages prepared in very small portions attract my attention;  I prefer to try food and beverages which have different textures;  Food and beverages served with unusual temperature attract my attention;  I tend to spend more money to taste unusual food and beverages;  I like food and beverages which have a different smell;  I tend to make a reservation to taste unusual food and beverages even if I am required to wait a year
425,-0.301029996,0.91,0.752816431,11,"Authentic food and beverages by combining ingredients of different food and beverage cultures attract me; Food and beverages having unusual taste by combining
ingredients from different cultures attract me; FC4 Food and beverages presented in an unusual way by combining ingredients from different cultures attract me; Food and beverages having unusual taste by combining cooking techniques of different culinary cultures attract me; I prefer to taste flavors that combine different nations'
ingredients in one plate; Food and beverages having unusual smell by combining cooking techniques of different culinary cultures attract me; Food and beverages having unusual smell by combining ingredients from different cultures attract me;  Authentic food and beverages with combined cooking techniques of different culinary cultures attract me; Food and beverages presented in an unusual way by combining cooking techniques of different culinary cultures attract me; I enjoy trying food combinations from different culinary cultures where one culture is not dominant over others; I prefer to taste flavors that combine different nations cooking techniques in one plate"
426,-0.301029996,0.93,0.752816431,12,I would like to participate in local cuisine courses;  I would like to buy local kitchen equipment to take home; I would like to buy books on local food and beverage recipes to take home; I prefer to go to local entertainment venues; I prefer to consume local beverages; I want to prepare food and beverages that I have tried in the places I have visited; I would like to buy local food to take home; I would like to visit the local markets that sell food and beverages; I prefer to try local food and beverages at festivals associated with food and beverages; I would like to experience food and beverages in places where offered according to local traditions; I prefer to eat at places where local people eat
427,0,0.95,0.460897843,23,"Going to parties; Speaking in groups; Eating or drinking in front of others; Giving a formal presentation or speech; Going on a date; Approaching or speaking with someone you are attracted to; Being observed as you walk in late to a class or meeting; Being noticed in public places such as on buses or in the shopping malls; Using public bathrooms with others in the room; Being assertive(eg saying no, disagreeing with someone or objecting to someone behavior); Working while being observed; Being the center of attention; Making eye contact; Making small talk; Meeting new people; Taking a long tme at the front of the line and making others wait (eg bank machine, cashier); Speaking with people in authority; Speaking on the telephone; People overhearing your conservation; Writing in front of people; Silences or pauses in conservations; Talking about yourself(personal information or feelings); Showing signs of anxiety in front of other people"
428,0,0.86,0.460897843,6,"In general, how often do you feel anxious about being observed, negatively evaluated, or embarrased in social situations; When you felt anxious in the social situations in the Situations list from Part !, on average, how intense was your anxiety or fear; How much does it bother you that you are anxious in social situations; How much have you avoided engaging in activities of your normal daily likfe (eg, getting together with friends, participating in work related activities) because you felt anxious about being observed, negatively evaluated or embarassed in social situations; How frequestly do anxiety provoking social situations come up in your life; How much does you anxiety in social situations interfere with the following domins of your life"
429,0.176091259,0.83,0.720985744,4,I must get everyone's approval; I need to be liked by everyone;  I have to convey a favourable impression;  I have to appear intelligent and witty
430,0.176091259,0.87,0.720985744,7,"If I don't get everything right, I'll be rejected; If I make mistakes others will reject me; If people don't accept me, I'm worthless; If someone doesn't like me, it must
be my fault; If I don't say something interesting people won't like me; If people see me anxious, they'll put me down;  If people know I'm anxious, they will think I'm weak"
431,0.176091259,0.84,0.720985744,4,People think badly of me;  People think I'm inferior; People don't respect me; People think I'm boring
432,0,0.9,0.753583059,12,"Terminology related to gender issues;  Legislation on gender equity; GE vs gender equity; Gender roles; Equal opportunities applied to gender; Gender discrimination; 
Gender parity; Gender biases; Sex and gender; GE vs gender parity; Gender inequalities; Gender stereotypes"
433,0,0.92,0.753583059,10,"Providing equal opportunities to all my students; Planning strategies to teach with a gender perspective; Mainstreaming gender into course content and materials; Taking action to prevent reproduction/maintenance of inequalities; Respecting the different gendered styles of learning; Creating learning environments that foster gender collaboration; Designing, implementing and assessing lesson plans with a gender perspective; Supporting school-community links to promote GE; Involving families in implementing schoolhome GE plans; Conveying values on gender issues; Collaborating with colleagues in developing empathy across gender; Educating on gender issues"
434,0,0.8,0.753583059,5,Able to exercise gender-sensitive attitudes; Able to deconstruct gender stereotypes and prejudice; Concerned about existing tolerance with gender discrimination and violence; Able to assume new roles for a sustainable GE education; Able to speak up against all forms of gender injustice; Able to do more to mitigate gender inequalities;  Eager to learn more on gender issues
436,0.380211242,0.97,0.671172843,10,"I could get a robot to perform a specific task; I am familiar with technology, therefore, I think I could use a robot; I think I could adjust a robot the way that it could help me in my daily life; To achieve a specific goal with the assistance of a robot will not be a problem for me; I could teach a robot something if I would try hard enough; I could teach a robot to complete easy tasks; I could do easy adjustments on a robot by myself; I could use a robot in daily life; I would feel comfortable while interacting with the robot; If a robot is doing something wrong, I could find a way to change its behavior."
437,0.586265724,0.83,0.833784375,4,"While playing this game, I felt like I was present in the video game world;  While playing this game, I felt that I was part of the video game world; While playing this game, I felt as if I was a part of the action;  While playing this game, I felt that the character was a part of me."
438,0.586265724,0.66,0.833784375,3,"This game created an absorbing visual experience; Graphically, the game looked very impressive; The picture quality of the game was overwhelming"
439,0.586265724,0.84,0.833784375,3,The events in this game bear similarities with events in the real world; I perceive similarities between the events that occur in this game and the events that occur in real life; The things that happen in the game could occur somewhere in the real world
440,0.586265724,0.8,0.833784375,5,"I felt I determined the course of the game; I felt I determined the outcome of the fight;  In this game I felt I was pulling the strings;  While playing this game, I felt I was creating my own story; I felt that I could choose my own path in the game world"
441,0.586265724,0.9,0.833784375,5,"I felt that I could choose my own path in the game world; By playing this game, I can learn how to control certain real world situations;  By playing this game, I feel better prepared for certain lifelike situations; By playing this game, I can learn how certain problems in the real world are solved; By playing this game, I can learn how to behave in real life;  By playing this game, I can learn something about the real world"
442,0.681241237,0.8,0.773786445,10,Someone was unwilling to share a meal with you; Someone was unwilling to live with you; Someone was unwilling to be your neighbor; Someone was unwilling to employ you/have you employed; Someone was unwilling to have you interact with children; Someone was unwilling to be your friend; Someone was unwilling to socialize with you; Someone has scandalized your physical appearance and dressing; Someone refused to associate with you saying you can corrupt them with your MSM lifestyle; Someone expressed doubts regarding your ability to make social contribution as an MSM
443,0.681241237,0.9,0.773786445,5,"I should be ashamed of being a MSM; Being a MSM means I have been irresponsible; Being a MSM shows I lack self-control; I should be avoided because I am a MSM; 
I have poor morals because I am a MSM"
444,0.681241237,0.9,0.773786445,7,I feel comfortable discussing my sexual practices with the healthcare provider; I feel safe discussing my sexual orientation with the healthcare provider; I am comfortable asking the healthcare provider questions about my health; The healthcare provider understands my problems well; I feel like my confidence is protected during the meeting with the healthcare provider; I feel like the healthcare provider does not have adequate knowledge about MSM; I feel like the healthcare provider answers my questions well
445,0,0.81,-0.008773924,6,"If I were in a jam, I believe I could think of many ways to get out of it; I feel I am energetically pursuing my goals at the present time; I think there are lots of ways around problems that I am facing now; Right now, I believe I am pretty successful; I think there are many ways to reach my current goals; I think I am meeting the goals I have set for myself."
446,0,0.97,-0.008773924,4,I think I do not care about what's going on around me; I think I have very clear goals and purpose in my study and life; I feel how good life is; I feel that there's much meaning in my study and life.
447,0,0.77,-0.008773924,9,I feel interested;  I feel excited; I feel motivated; I feel enthusiastic; I feel proud of myself; I feel inspired; I feel determined; I feel attentive; I feel active; 
448,0,0.47,-0.008773924,5,"When I encounter difficulties, I have many ways to deal with them; I often feel like I am being treated unfairly; I often feel disappointed in the people I count on; If some things have to be done in cooperation with others, I will find it more difficult to do them well; I feel anxious about the problems I have encountered so far. "
449,0,0.85,-0.008773924,7,"I feel nervous, anxious, or on edge; I cannot control or stop my worrying; I feel too worried about different things; I feel nervous and have trouble relaxing; I am so restless that it is hard to sit still;  I become easily annoyed or irritable;  I feel afraid, as if something awful might happen."
450,0,0.91,-0.008773924,10,I feel di stressed; I feel upset; I feel guilty; I feel scared; I feel hostile; I feel irritable; I feel ashamed; I feel jittery; I feel nervous; I feel afraid.
451,0,0.85,-0.008773924,6,"I don't think I can handle things that change; I feel I can't control a lot of things; I feel like a loser; There are so many opinions, I can 't decide which one to believe;  I think there 's nothing I can do about a lot of things; I think my life is aimless."
452,0,0.88,-0.008773924,6,"Things are changing so fast that it is difficult for me to follow; My ideals and wishes are inconsistent with reality; I feel I have to do something I don't want to do; I have a sense of powerlessness; When I'm in deep trouble I don 't know who I can count on; Relatively speaking, I think my life is monotonous."
453,0,0.67,-0.008773924,4,I feel critical of others; I feel I may be easily irritated; I feel I have temper outbursts that I cannot control; I feel I have impulses to attack someone.
454,-0.301029996,0.84,-0.008773924,7,"Healthcare providers should show empathy verbally to their patients, communicating their understanding of patients' feelings and emotions; Healthcare providers should offer reassurance and empathy during consultation, to try to alleviate patients' anxiety and help them feel better; Healthcare providers should show care and concern about patients as human beings, not as a bundle of symptoms or medical problems; Healthcare providers should know patients' personal, familial, social, and cultural backgrounds in order to treat patients' illness;  Healthcare providers should offer empathetic or supportive comments to establish a friendly medical relationship; Healthcare providers should respond with empathy to patients' concerns; Healthcare providers should not talk about only the medical aspects of patients' illnesses, without caring about their feelings."
