Idnumber,Brand,Species,Rating,EffectList,FlavorList
1805,Royal-Dwarf,H,4.4,"Happy,Relaxed,Hungry,Tingly,Aroused","Skunk,Honey,Lemon"
1806,Royal-Haze,S,4.6,"Uplifted,Happy,Relaxed,Talkative,Energetic","Citrus,Tropical,Skunk"
1807,Royal-Highness,H,4.8,"Happy,Relaxed,Energetic,Uplifted,Focused","Flowery,Earthy,Cheese"
1808,Royal-Kush,H,4.2,"Relaxed,Sleepy,Happy,Euphoric,Hungry","Woody,Earthy,Skunk"
1809,Royal-Tree-Sherbet,H,5,Relaxed,"Tropical,Sweet,Berry"
1810,Rubicon,H,4.5,"Relaxed,Focused,Uplifted,Happy,Hungry","Earthy,Pungent,Grapefruit"
1811,Rudeboi-Og,H,4.8,"Relaxed,Uplifted,Euphoric,Hungry,Happy","Pine,Earthy,Flowery"
1812,Rug-Burn-Og,H,4.4,"Euphoric,Relaxed,Happy,Hungry,Sleepy","Citrus,Spicy/Herbal,Pungent"
1813,Russian-Assassin,I,4.9,"Relaxed,Euphoric,Happy,Sleepy,Tingly","Diesel,Skunk,Ammonia"
1814,Russian-Rocket-Fuel,H,4.1,"Happy,Relaxed,Euphoric,Giggly,Uplifted","Spicy/Herbal,Menthol,Diesel"
1815,Sage,H,4.2,"Happy,Euphoric,Relaxed,Uplifted,Energetic","Sage,Pungent,Diesel"
1816,Sfv-Dog,H,4.5,"Relaxed,Happy,Uplifted,Euphoric,Focused","Pine,Citrus,Diesel"
1817,Sfv-Og,H,4.4,"Happy,Relaxed,Uplifted,Euphoric,Focused","Earthy,Pine,Pungent"
1818,Sfv-Og-Kush,I,4.5,"Relaxed,Happy,Euphoric,Uplifted,Sleepy","Pine,Earthy,Lemon"
1819,Sage-N-Sour,S,4.2,"Energetic,Happy,Uplifted,Euphoric,Relaxed","Sage,Earthy,Spicy/Herbal"
1820,Salmon-River-Og,I,4.4,"Relaxed,Happy,Uplifted,Aroused,Sleepy","Pungent,Spicy/Herbal,Woody"
1821,Santa-Maria,S,4.4,"Relaxed,Happy,Uplifted,Euphoric,Sleepy","Earthy,Sweet,Woody"
1822,Santa-Sativa,S,4.3,"Sleepy,Happy,Hungry,Relaxed,Aroused","Blueberry,Berry,Flowery"
1823,Sapphire-Scout,H,4.6,"Euphoric,Happy,Relaxed,Sleepy,Uplifted","Sweet,Berry,Blueberry"
1824,Sapphire-Star,H,4.5,"Uplifted,Focused,Happy,Euphoric,Relaxed","Grapefruit,Lemon,Sweet"
1825,Sasquatch-Sap,H,4.8,"Creative,Relaxed,Uplifted,Euphoric,Focused","Diesel,Coffee,Earthy"
1826,Satellite-Og,I,4.9,"Relaxed,Euphoric,Uplifted,Focused,Hungry","Earthy,Woody,Pungent"
1827,Satori,H,4.1,"Creative,Euphoric,Uplifted,Happy,Energetic","Mango,Earthy,Pine"
1828,Saturn-Og,H,4.5,"Happy,Relaxed,Euphoric,Uplifted,Sleepy","Earthy,Sweet,Tree,Fruit"
1829,Savage-Citrus-Sunshine,H,4.5,"Sleepy,Aroused,Talkative,Tingly,Uplifted","Citrus,Grapefruit,Earthy"
1830,Savants-Grail,H,4.8,"Aroused,Tingly,Uplifted,Euphoric,Focused","Sweet,Flowery,Earthy"
1831,Schrom,S,4.3,"Happy,Uplifted,Creative,Euphoric,Aroused","Lemon,Citrus,Lime"
1832,Scooby-Snack,H,4.6,"Happy,Relaxed,Euphoric,Uplifted,Sleepy","Earthy,Pungent,Woody"
1833,Scotts-Og,H,4.6,"Relaxed,Euphoric,Sleepy,Happy,Tingly","Lemon,Pine,Woody"
1834,Scouts-Honor,H,5,"Relaxed,Creative,Giggly,Talkative,Uplifted","Sweet,Tropical,Flowery"
1836,Seattle-Blue,I,4.5,"Euphoric,Relaxed,Uplifted,Happy,Hungry","Sweet,Blueberry,Pungent"
1837,Seattle-Cough,S,4.7,"Happy,Uplifted,Energetic,Relaxed,Creative","Pine,Citrus,Grapefruit"
1839,Secret-Garden-Og,I,5,"Euphoric,Talkative,Uplifted,Creative,Energetic","Flowery,Lavender,Honey"
1840,Secret-Recipe,H,4.3,"Relaxed,Happy,Uplifted,Giggly,Euphoric","Sweet,Earthy,Pine"
1841,Sensi-Skunk,I,4.4,"Relaxed,Happy,Hungry,Creative,Euphoric","Earthy,Skunk,Citrus"
1842,Sensi-Star,I,4.1,"Relaxed,Euphoric,Sleepy,Happy,Uplifted","Earthy,Pungent,Sweet"
1843,Sequoia-Strawberry,S,4.4,"Uplifted,Relaxed,Energetic,Euphoric,Focused","Strawberry,Sweet,Pine"
1844,Serious-6,S,3.8,"Relaxed,Sleepy,Hungry,Aroused,Uplifted","Spicy/Herbal,Citrus,Lemon"
1845,Serious-Happiness,H,4.4,"Euphoric,Happy,Relaxed,Energetic,Talkative","Spicy/Herbal,Pepper,Sweet"
1846,Sexxpot,I,4.1,"Uplifted,Happy,Aroused,Tingly,Creative","Pungent,Tropical,Flowery"
1847,Shaman,S,4.2,"Uplifted,Focused,Happy,Energetic,Euphoric","Sweet,Lemon,Flowery"
1848,Shangri-La,H,4.7,"Euphoric,Relaxed,Uplifted,Happy,Energetic","Earthy,Pungent,Lemon"
1849,Shark-Attack,I,4.2,"Relaxed,Tingly,Happy,Focused,Hungry","Earthy,Pungent,Skunk"
1850,Shark-Bite,H,4.1,"Uplifted,Energetic,Euphoric,Relaxed,Aroused","Tropical,Pungent,Sweet"
1851,Shark-Shock,I,4.2,"Relaxed,Euphoric,Focused,Happy,Tingly","Earthy,Woody,Spicy/Herbal"
1852,Sharks-Breath,H,4.4,"Relaxed,Happy,Euphoric,Focused,Uplifted","Pungent,Sweet,Earthy"
1853,Shiatsu-Kush,H,4.4,"Relaxed,Happy,Sleepy,Euphoric,Tingly","Sweet,Tropical,Mango"
1854,Shining-Silver-Haze,S,4.8,"Talkative,Uplifted,Relaxed,Euphoric,Hungry",
1855,Shipwreck,S,4.5,"Happy,Euphoric,Relaxed,Creative,Energetic","Sweet,Pine,Earthy"
1856,Shishkaberry,I,4.3,"Happy,Relaxed,Uplifted,Euphoric,Talkative","Berry,Blueberry,Sweet"
1857,Shiskaquine,H,4.6,"Relaxed,Uplifted,Focused,Energetic,Euphoric","Sweet,Earthy,Berry"
1858,Shiva-Skunk,I,4.2,"Euphoric,Relaxed,Uplifted,Happy,Tingly","Skunk,Earthy,Pine"
1859,Shoreline,H,4.4,"Happy,Relaxed,Euphoric,Giggly,Hungry","Skunk,Spicy/Herbal,Sweet"
1860,Shurman-7,H,4.7,"Relaxed,Sleepy,Euphoric","Earthy,Sweet,Pine"
1861,Sierra-Mist,H,4.7,"Euphoric,Happy,Relaxed,Creative,Giggly","Citrus,Sweet,Diesel"
1862,Silver-Back,H,4,"Euphoric,Aroused,Talkative,Uplifted,Happy","Citrus,Tropical,Earthy"
1863,Silver-Bubble,H,4.5,"Happy,Relaxed,Uplifted,Euphoric,Creative","Sweet,Woody,Berry"
1864,Silver-Calyx,H,5,"Aroused,Energetic,Euphoric,Focused,Relaxed","Lemon,Tree,Fruit,Pine"
1866,Silver-Haze,S,4.2,"Happy,Euphoric,Relaxed,Talkative,Uplifted","Earthy,Sweet,Pungent"
1867,Silver-Kush,S,4.4,"Happy,Relaxed,Giggly,Uplifted,Focused","Earthy,Chemical,Citrus"
1869,Silver-Pearl,H,4.3,"Creative,Uplifted,Happy,Energetic,Euphoric","Skunk,Pine,Mango"
1870,Silver-Surfer,H,4.3,"Happy,Euphoric,Tingly,Relaxed,Giggly","Citrus,Lime,Lemon"
1871,Silver-Train,S,4.7,"Focused,Euphoric,Energetic,Relaxed,Aroused","Pine,Lemon,Spicy/Herbal"
1872,Silverback-Gorilla,I,4.5,"Relaxed,Sleepy,Euphoric,Happy,Tingly","Earthy,Pine,Sweet"
1873,Silverfalls-Kush,H,4.8,"Relaxed,Euphoric,Giggly,Happy,Hungry","Sweet,Spicy/Herbal,Strawberry"
1874,Silverhawks-Og,S,5,"Euphoric,Relaxed,Uplifted,Creative,Happy","Lime,Citrus,Flowery"
1875,Sin-City-Kush,I,4.9,"Relaxed,Euphoric,Uplifted,Giggly,Happy","Grape,Pine,Nutty"
1876,Sin-Valley-Og,H,4.5,"Sleepy,Relaxed,Focused,Euphoric,Happy","Citrus,Earthy,Lemon"
1877,Sinmint-Cookies,H,4.6,"Relaxed,Happy,Sleepy,Euphoric,Uplifted","Minty,Menthol,Woody"
1878,Sinai,S,4.8,"Euphoric,Uplifted,Relaxed,Talkative,Happy","Menthol,Spicy/Herbal,Pepper"
1879,Sirius-Black,I,4.6,"Happy,Euphoric,Relaxed,Creative,Uplifted","Grape,Sweet,Pepper"
1880,Six-Shooter,H,4.6,"Creative,Euphoric,Happy,Uplifted,Focused","Sweet,Skunk,Citrus"
1881,Skins-Skunk,H,5,"Euphoric,Happy,Relaxed,Sleepy,Uplifted","Lemon,Sweet,Strawberry"
1882,Skunk-47,I,4.3,"Relaxed,Sleepy,Happy,Uplifted,Hungry","Earthy,Skunk,Berry"
1883,Skunk-Dawg,S,4.4,"Happy,Uplifted,Relaxed,Focused,Creative","Skunk,Pungent,Earthy"
1884,Skunk-Haze,H,4.1,"Relaxed,Happy,Focused,Giggly,Euphoric","Earthy,Woody,Skunk"
1885,Skunk-1,H,4.1,"Euphoric,Creative,Relaxed,Happy,Hungry","Skunk,Earthy,Pungent"
1886,Skunkberry,H,4.5,"Relaxed,Happy,Euphoric,Uplifted,Creative","Skunk,Berry,Blueberry"
1887,Skunky-Diesel,H,4.2,"Happy,Uplifted,Energetic,Relaxed,Sleepy","Skunk,Diesel,Earthy"
1889,Skydog,I,4.5,"Focused,Happy,Relaxed,Uplifted,Euphoric","Pungent,Skunk,Spicy/Herbal"
1890,Skywalker,I,4.3,"Relaxed,Euphoric,Sleepy,Happy,Uplifted","Earthy,Sweet,Citrus"
1891,Skywalker-Alien,H,3.8,"Happy,Giggly,Relaxed,Euphoric,Hungry","Chemical,Sweet,Citrus"
1892,Skywalker-Og,H,4.5,"Relaxed,Euphoric,Happy,Uplifted,Sleepy","Earthy,Pungent,Sweet"
1893,Slazerbeam,S,4.6,"Uplifted,Energetic,Happy,Talkative,Creative","Woody,Earthy,Sweet"
1894,Sleeskunk,S,4.2,"Creative,Euphoric,Tingly,Uplifted,Energetic","Skunk,Pine,Pungent"
1895,Sleestack,S,4.3,"Happy,Relaxed,Uplifted,Euphoric,Creative","Diesel,Skunk,Lemon"
1896,Slimer-Og,H,4.6,"Relaxed,Happy,Uplifted,Talkative,Euphoric","Earthy,Pungent,Sweet"
1897,Smelliot,H,5,"Uplifted,Happy,Creative,Euphoric,Focused","Citrus,Ammonia,Sweet"
1898,Smooth-Operator,H,4,"Talkative,Uplifted,Energetic,Happy","Flowery,Earthy,Pungent"
1899,Snoop-Dogg-Og,I,4.6,"Euphoric,Relaxed,Happy,Sleepy,Hungry","Ammonia,Lemon,Earthy"
1900,Snoop-S-Dream,H,4.6,"Relaxed,Happy,Euphoric,Uplifted,Giggly","Blueberry,Earthy,Sweet"
1901,Snow-Bud,H,4.6,"Uplifted,Happy,Relaxed,Euphoric,Sleepy","Earthy,Chemical,Skunk"
1902,Snow-Diesel,H,3.4,"Focused,Energetic,Uplifted,Euphoric,Happy","Diesel,Woody,Sweet"
1903,Snow-Leopard,I,4.6,"Relaxed,Euphoric,Sleepy,Happy,Uplifted","Earthy,Tea,Woody"
1904,Snow-Lotus,H,4.6,"Euphoric,Happy,Uplifted,Focused,Giggly","Chemical,Woody,Diesel"
1905,Snow-Monster,I,4.3,"Relaxed,Happy,Euphoric,Hungry,Sleepy","Earthy,Sweet,Skunk"
1906,Snow-Mountain,I,4,"Uplifted,Relaxed",Flowery
1907,Snow-Ryder,I,4,"Aroused,Sleepy,Uplifted,Relaxed","Minty,Pepper,Earthy"
1908,Snow-White,H,4.3,"Relaxed,Euphoric,Hungry,Happy,Talkative","Citrus,Earthy,Woody"
1909,Snowland,H,4.5,"Relaxed,Sleepy,Talkative,Creative,Focused","Earthy,Lemon,Flowery"
1910,Snowcap,H,4.1,"Happy,Euphoric,Uplifted,Focused,Creative","Lemon,Citrus,Pungent"
1911,Sojay-Haze,S,4.8,"Uplifted,Euphoric,Talkative,Relaxed,Hungry","Citrus,Spicy/Herbal,Sweet"
1912,Somango,I,4.3,"Relaxed,Hungry,Focused,Sleepy,Euphoric","Mango,Sweet,Flowery"
1913,Sonic-Screwdriver,S,4.5,"Happy,Euphoric,Giggly,Uplifted,Energetic","Earthy,Citrus,Woody"
1914,Sonoma-Coma,S,4.5,"Euphoric,Uplifted,Happy,Focused,Talkative","Citrus,Tropical,Spicy/Herbal"
1915,Sorcerers-Apprentice,H,5,"Tingly,Focused,Aroused,Uplifted,Energetic","Sweet,Tropical"
1916,Soul-Assassin-Og,H,4.5,"Relaxed,Euphoric,Happy,Focused,Sleepy","Diesel,Lemon,Pungent"
1917,Soul-Shine,H,4.1,"Euphoric,Happy,Creative,Hungry,Uplifted",
1919,Sour-Alien,H,4.3,"Relaxed,Creative,Giggly,Happy,Uplifted","Diesel,Lemon,Pungent"
1920,Sour-Amnesia,S,4.6,"Happy,Uplifted,Euphoric,Relaxed,Energetic","Sweet,Diesel,Earthy"
1921,Sour-Ape,I,4.2,"Relaxed,Giggly,Hungry,Energetic,Happy","Skunk,Citrus,Diesel"
1922,Sour-Apple,H,4.2,"Relaxed,Happy,Euphoric,Uplifted,Sleepy","Apple,Sweet,Pungent"
1923,Sour-Banana-Sherbet,H,4.7,"Relaxed,Happy,Euphoric,Uplifted,Focused","Sweet,Diesel,Tree,Fruit"
1924,Sour-Breath,S,4,"Creative,Energetic,Focused,Happy,Uplifted","Diesel,Apricot,Pine"
1925,Sour-Bubba,I,4.5,"Happy,Euphoric,Uplifted,Relaxed,Sleepy","Earthy,Diesel,Flowery"
1926,Sour-Bubble,I,4.6,"Relaxed,Happy,Uplifted,Creative,Giggly","Sweet,Pungent,Earthy"
1927,Sour-Candy,H,4.5,"Happy,Creative,Focused,Uplifted,Energetic","Diesel,Earthy,Sweet"
1928,Sour-Chees,H,4.3,"Happy,Uplifted,Talkative,Relaxed,Creative","Cheese,Pungent,Lime"
1930,Sour-Chocolate,S,3.9,"Uplifted,Sleepy,Creative,Happy,Talkative","Diesel,Sweet,Earthy"
1931,Sour-Chunk,H,4.3,"Relaxed,Creative,Uplifted,Euphoric,Hungry","Sweet,Lime,Earthy"
1932,Sour-Cookies,H,4.4,"Relaxed,Happy,Talkative,Euphoric,Uplifted","Diesel,Sweet,Earthy"
1933,Sour-Cream,H,4.3,"Happy,Relaxed,Euphoric,Focused,Uplifted","Diesel,Earthy,Sweet"
1934,Sour-Diesel,S,4.4,"Happy,Uplifted,Euphoric,Energetic,Relaxed","Diesel,Pungent,Earthy"
1935,Sour-Dream,H,4.4,"Happy,Euphoric,Creative,Tingly,Uplifted","Diesel,Earthy,Blueberry"
1936,Sour-Dubble,H,4.9,"Talkative,Happy,Relaxed,Creative,Uplifted","Diesel,Pungent,Flowery"
1937,Sour-Flower,S,4.3,"Energetic,Happy,Aroused,Uplifted,Focused","Berry,Earthy,Pine"
1938,Sour-Grape,H,4.2,"Relaxed,Happy,Uplifted,Hungry,Energetic","Grape,Sweet,Berry"
1939,Sour-Haze,S,4.5,"Uplifted,Euphoric,Happy,Creative,Relaxed","Citrus,Lemon,Pungent"
1940,Sour-Headband,H,4.4,"Focused,Uplifted,Euphoric,Happy,Energetic","Diesel,Pungent,Skunk"
1941,Sour-Jack,S,4.5,"Energetic,Creative,Happy,Uplifted,Euphoric","Citrus,Sweet,Tropical"
1942,Sour-Jilly,H,4.8,"Happy,Euphoric,Energetic,Uplifted,Talkative","Berry,Sweet,Citrus"
1943,Sour-Joker,S,4.7,"Uplifted,Energetic,Creative,Happy,Focused","Earthy,Pungent,Tree,Fruit"
1944,Sour-Kush,H,4.3,"Relaxed,Happy,Uplifted,Energetic,Focused","Earthy,Pungent,Diesel"
1945,Sour-Lsd,H,4.3,"Happy,Energetic,Uplifted,Focused,Euphoric","Citrus,Pungent,Earthy"
1946,Sour-Lemon-Og,H,4.6,"Talkative,Energetic,Happy,Relaxed,Focused","Lemon,Citrus,Earthy"
1947,Sour-Maui,S,4.7,"Uplifted,Energetic,Happy,Euphoric,Creative","Citrus,Nutty,Earthy"
1948,Sour-Og,H,4.4,"Happy,Relaxed,Uplifted,Euphoric,Creative","Diesel,Pungent,Pine"
1949,Sour-Patch-Kiss,H,4.7,"Uplifted,Happy,Relaxed,Creative,Talkative","Citrus,Earthy,Flowery"
1950,Sour-Pebbles,S,4.6,"Happy,Uplifted,Focused,Energetic,Euphoric","Sweet,Citrus,Berry"
1951,Sour-Poison,S,4.6,"Uplifted,Happy,Talkative,Giggly,Relaxed","Citrus,Earthy,Pine"
1952,Sour-Power,H,4.7,"Happy,Euphoric,Energetic,Talkative,Hungry","Diesel,Skunk,Pungent"
1953,Sour-Spyder,I,5,"Aroused,Tingly,Energetic,Euphoric,Happy","Ammonia,Citrus,Coffee"
1954,Sour-Star-Head,S,5,"Uplifted,Happy,Talkative,Energetic,Euphoric","Citrus,Sweet,Spicy/Herbal"
1955,Sour-Strawberry-Diesel,H,4.6,"Happy,Creative,Relaxed,Euphoric,Uplifted","Strawberry,Sweet,Diesel"
1956,Sour-Sunset,H,4.7,"Relaxed,Euphoric,Happy,Uplifted,Creative","Sweet,Diesel,Citrus"
1957,Sour-Tangie,S,4.6,"Happy,Uplifted,Euphoric,Energetic,Focused","Citrus,Diesel,Orange"
1958,Sour-Tsunami,H,4.4,"Relaxed,Creative,Focused,Euphoric,Happy","Citrus,Diesel,Sweet"
1959,Sour-Urkle,H,4.6,"Relaxed,Happy,Uplifted,Focused,Hungry","Earthy,Diesel,Flowery"
1960,Sour-Willie,S,4.5,"Tingly,Happy,Sleepy,Uplifted,Hungry","Pungent,Diesel,Sweet"
1961,Sourlope,S,4.6,"Happy,Focused,Relaxed,Uplifted,Creative","Sweet,Tropical,Pungent"
1962,South-American,S,4,"Hungry,Happy,Relaxed,Sleepy,Energetic","Earthy,Mango,Tropical"
1963,South-Asian,I,4,"Sleepy,Talkative,Uplifted,Euphoric,Giggly",Sweet
1965,South-Central-La,I,4.8,"Uplifted,Euphoric,Focused,Hungry,Relaxed","Sweet,Berry,Blueberry"
1967,South-Indian,S,4.3,"Euphoric,Relaxed,Energetic,Hungry,Happy","Skunk,Mango,Sweet"
1968,Southern-Lights,S,3.5,"Aroused,Uplifted,Creative,Euphoric,Happy",Lemon
1969,Space-Bomb,H,4.3,"Euphoric,Relaxed,Uplifted,Happy,Creative","Earthy,Flowery,Berry"
1970,Space-Candy,H,4.6,"Uplifted,Relaxed,Happy,Focused,Euphoric","Earthy,Sweet,Pungent"
1971,Space-Cream,H,4.8,"Relaxed,Uplifted,Euphoric,Happy,Energetic","Sweet,Citrus,Pine"
1972,Space-Dawg,I,4.2,"Relaxed,Uplifted,Euphoric,Talkative,Giggly","Sweet,Earthy,Berry"
1973,Space-Jill,S,3.7,"Creative,Focused,Energetic,Uplifted,Euphoric",
1974,Space-Monster,I,4.3,"Relaxed,Tingly,Sleepy,Uplifted,Creative","Ammonia,Diesel,Spicy/Herbal"
1975,Space-Needle,S,3.7,"Uplifted,Euphoric,Happy,Hungry,Relaxed","Pungent,Pine,Flowery"
1976,Space-Queen,H,4.4,"Euphoric,Uplifted,Relaxed,Happy,Focused","Earthy,Sweet,Flowery"
1977,Special-K,H,4.5,"Happy,Uplifted,Euphoric,Relaxed,Creative","Sweet,Citrus,Earthy"
1978,Special-Kush-1,I,4.6,"Relaxed,Euphoric,Hungry,Sleepy,Uplifted","Earthy,Sweet,Pungent"
1979,Spirit-Of-76,H,4.6,"Relaxed,Uplifted,Happy,Talkative,Euphoric","Pine,Woody,Flowery"
1980,Spliffs-Strawberry,S,4.6,"Talkative,Creative,Energetic,Euphoric,Focused","Sweet,Berry,Strawberry"
1981,Spoetnik-1,I,5,"Focused,Sleepy,Creative,Energetic,Euphoric","Flowery,Lavender,Rose"
1982,Sputnik,S,4.5,"Happy,Relaxed,Energetic,Tingly,Euphoric","Sweet,Flowery,Tea"
1983,Spyder-Mon,H,5,"Uplifted,Creative,Focused,Happy,Relaxed","Citrus,Earthy,Sweet"
1984,Star-47,H,4.3,"Happy,Euphoric,Sleepy,Giggly,Relaxed","Earthy,Spicy/Herbal,Berry"
1985,Star-Berry,I,4.6,"Relaxed,Uplifted,Happy,Euphoric,Energetic","Berry,Citrus,Sweet"
1986,Star-Killer,I,4.5,"Relaxed,Sleepy,Happy,Euphoric,Uplifted","Earthy,Lemon,Pungent"
1987,Star-Master-Kush,I,4.7,"Relaxed,Uplifted,Focused,Happy,Sleepy","Skunk,Pine,Earthy"
1988,Star-Tonic,H,4.7,"Relaxed,Focused,Uplifted,Happy,Euphoric","Citrus,Sweet,Lemon"
1989,Starbud,I,4.6,"Relaxed,Sleepy,Happy,Euphoric,Uplifted","Grape,Pine,Menthol"
1990,Stardawg,H,4.5,"Happy,Relaxed,Uplifted,Euphoric,Talkative","Diesel,Pungent,Earthy"
1991,Stardawg-91,I,5,"Sleepy,Euphoric,Happy,Relaxed","Diesel,Pepper,Earthy"
1992,Stardawg-Guava,S,4.6,"Relaxed,Happy,Uplifted,Energetic,Creative","Tropical,Sweet,Pungent"
1993,Starfighter,H,4.1,"Euphoric,Relaxed,Happy,Uplifted,Creative","Pine,Pungent,Woody"
1994,Starry-Night,H,4.6,"Euphoric,Happy,Focused,Tingly,Energetic","Berry,Earthy,Pungent"
1995,Stella-Blue,S,4.6,"Energetic,Happy,Uplifted,Focused,Talkative","Sweet,Flowery,Berry"
1996,Stephen-Hawking-Kush,I,4.6,"Relaxed,Happy,Euphoric,Focused,Tingly","Earthy,Woody,Berry"
1997,Stevie-Wonder,H,4.6,"Happy,Hungry,Uplifted,Focused,Tingly","Earthy,Pine,Orange"
1998,Straight-As-Haze,S,5,"Energetic,Euphoric,Happy,Talkative,Giggly","Sweet,Citrus,Spicy/Herbal"
1999,Strawberry,S,4.4,"Happy,Relaxed,Uplifted,Euphoric,Talkative","Strawberry,Sweet,Flowery"
2000,Strawberry-Alien-Kush,H,4,Relaxed,Strawberry
2001,Strawberry-Amnesia,S,4.5,"Creative,Relaxed,Uplifted,Euphoric,Energetic","Strawberry,Sweet,Earthy"
2002,Strawberry-Banana,H,4.5,"Relaxed,Euphoric,Happy,Uplifted,Creative","Strawberry,Sweet,Berry"
2003,Strawberry-Blondie,H,4.9,"Euphoric,Happy,Uplifted,Relaxed,Creative","Strawberry,Sweet,Earthy"
2004,Strawberry-Blue,S,4.2,"Relaxed,Happy,Uplifted,Energetic,Euphoric","Strawberry,Sweet,Berry"
2005,Strawberry-Cheesecake,I,4.4,"Relaxed,Happy,Euphoric,Uplifted,Giggly","Strawberry,Sweet,Cheese"
2006,Strawberry-Cough,S,4.3,"Happy,Uplifted,Euphoric,Energetic,Relaxed","Strawberry,Sweet,Berry"
2007,Strawberry-Diesel,H,4.3,"Happy,Relaxed,Uplifted,Euphoric,Creative","Diesel,Strawberry,Sweet"
2008,Strawberry-Dream,H,4.4,"Uplifted,Euphoric,Happy,Energetic,Creative","Strawberry,Sweet,Berry"
2009,Strawberry-Durban-Diesel,S,4.4,"Uplifted,Creative,Focused,Talkative,Aroused","Strawberry,Earthy,Diesel"
2010,Strawberry-Fields,I,4.6,"Relaxed,Happy,Uplifted,Hungry,Euphoric","Strawberry,Sweet,Berry"
2011,Strawberry-Frost,I,5,"Happy,Aroused,Relaxed,Giggly,Hungry","Sweet,Strawberry,Earthy"
2012,Strawberry-Ice,S,4.8,"Focused,Energetic,Euphoric,Happy,Creative","Strawberry,Sweet,Berry"
2013,Strawberry-Kush,H,4.2,"Relaxed,Happy,Sleepy,Uplifted,Euphoric","Strawberry,Sweet,Pungent"
2014,Strawberry-Lemonade,S,4.3,"Happy,Relaxed,Euphoric,Uplifted,Energetic","Strawberry,Lemon,Berry"
2015,Strawberry-Mango-Haze,S,4.6,"Happy,Euphoric,Uplifted,Focused,Energetic","Strawberry,Sweet,Mango"
2016,Strawberry-Milkshake,H,4.4,"Happy,Relaxed,Uplifted,Tingly,Euphoric","Sweet,Strawberry,Berry"
2017,Strawberry-Og,H,4.2,"Happy,Relaxed,Euphoric,Hungry,Creative","Strawberry,Diesel,Spicy/Herbal"
2018,Strawberry-Satori,S,4.5,"Uplifted,Creative,Relaxed,Happy,Energetic","Strawberry,Berry,Pungent"
2019,Sublime,S,4.2,"Uplifted,Happy,Focused,Euphoric,Talkative","Flowery,Pine,Earthy"
2020,Sugar-Black-Rose,I,4.5,"Relaxed,Euphoric,Happy,Sleepy,Uplifted","Rose,Sweet,Flowery"
2022,Sugar-Cookie,H,4.3,"Relaxed,Happy,Sleepy,Euphoric,Giggly","Sweet,Earthy,Tar"
2023,Sugar-Kush,I,4.1,"Relaxed,Hungry,Sleepy,Happy,Euphoric","Sweet,Woody,Pine"
2024,Sugar-Mama,I,4.8,"Euphoric,Relaxed,Happy,Focused,Uplifted","Sweet,Tropical,Blueberry"
2026,Sugar-Plum,S,4.5,"Euphoric,Happy,Relaxed,Uplifted,Creative","Sweet,Plum,Tropical"
2027,Sugar-Punch,H,4.8,"Hungry,Happy,Giggly,Aroused,Uplifted","Skunk,Sweet,Woody"
2028,Sugar-Shack,H,4.6,"Relaxed,Happy,Uplifted,Energetic,Talkative","Earthy,Pine,Sweet"
2029,Suicide-Girl,H,4.8,"Talkative,Euphoric,Uplifted,Relaxed,Tingly","Violet,Sweet,Citrus"
2030,Summertime-Squeeze,S,4.9,"Creative,Happy,Talkative,Giggly,Aroused","Tea,Earthy,Spicy/Herbal"
2031,Sumo-Grande,S,4.5,"Focused,Hungry,Creative,Talkative,Uplifted","Citrus,Sweet,Pine"
2032,Sumo-Og-Kush,I,4.3,"Hungry,Relaxed,Talkative,Uplifted,Focused","Earthy,Pine,Diesel"
2033,Sun-Ra,S,4.7,"Happy,Uplifted,Euphoric,Focused,Tingly","Citrus,Sweet,Earthy"
2034,Sunburn,S,4.6,"Creative,Euphoric,Uplifted,Happy,Energetic","Citrus,Earthy,Sweet"
2036,Sunset-Haze,H,4.2,"Relaxed,Creative,Aroused,Sleepy,Uplifted","Sweet,Citrus,Flowery"
2037,Sunset-Sherbert,H,4.6,"Relaxed,Happy,Euphoric,Uplifted,Creative","Sweet,Citrus,Earthy"
2038,Sunshine,S,4.7,"Happy,Uplifted,Energetic,Creative,Focused","Citrus,Sweet,Tea"
2039,Sunshine-4,H,4.8,"Happy,Uplifted,Euphoric,Relaxed,Talkative","Spicy/Herbal,Citrus,Sweet"
2040,Sunshine-Daydream,I,4.4,"Relaxed,Happy,Euphoric,Uplifted,Tingly","Pungent,Diesel,Flowery"
2041,Supa-Don,S,4.5,"Uplifted,Creative,Energetic,Focused,Happy","Spicy/Herbal,Sweet,Apricot"
2042,Super-Chronic,I,4.8,"Happy,Relaxed,Sleepy,Euphoric,Focused","Earthy,Pine,Minty"
2043,Super-Blue-Dream,H,4.3,"Happy,Uplifted,Relaxed,Euphoric,Energetic","Sweet,Blueberry,Tea"
2044,Super-Bud,I,4.1,"Relaxed,Giggly,Sleepy,Happy,Creative","Citrus,Mint,Flowery"
2045,Super-Cat-Piss,S,4,"Euphoric,Happy,Uplifted,Tingly,Creative","Coffee,Lemon"
2046,Super-Cheese,I,4.5,"Tingly,Euphoric,Relaxed,Happy,Sleepy","Cheese,Blue,Cheese,Earthy"
2047,Super-G,S,4.5,"Creative,Tingly,Uplifted,Energetic,Happy","Earthy,Pungent,Pine"
2048,Super-Green-Crack,S,4.5,"Happy,Giggly,Energetic,Focused,Euphoric","Earthy,Flowery,Pungent"
